0	-0.075034
0.000605	-0.080727
0.001211	-0.092656
0.001816	-0.114615
0.002422	-0.133593
0.003027	-0.146064
0.003633	-0.176427
0.004238	-0.198658
0.004844	-0.219533
0.005449	-0.236883
0.006055	-0.262638
0.00666	-0.313064
0.007266	-0.32445
0.007871	-0.335566
0.008477	-0.342885
0.009082	-0.360778
0.009687	-0.38084
0.010293	-0.387889
0.010898	-0.394937
0.011504	-0.42259
0.012109	-0.422319
0.012715	-0.436959
0.01332	-0.453225
0.013926	-0.445363
0.014531	-0.464611
0.015137	-0.478709
0.015742	-0.469762
0.016348	-0.484944
0.016953	-0.485757
0.017559	-0.493348
0.018164	-0.486028
0.01877	-0.489824
0.019375	-0.485486
0.01998	-0.473287
0.020586	-0.478709
0.021191	-0.461358
0.021797	-0.458647
0.022402	-0.441025
0.023008	-0.401444
0.023613	-0.3906
0.024219	-0.34885
0.024824	-0.332583
0.02543	-0.30466
0.026035	-0.301135
0.026641	-0.25559
0.027246	-0.227666
0.027852	-0.225226
0.028457	-0.192965
0.029062	-0.171547
0.029668	-0.151214
0.030273	-0.126273
0.030879	-0.106211
0.031484	-0.06663
0.03209	-0.059581
0.032695	-0.024338
0.033301	-0.018916
0.033906	-0.006987
0.034512	0.016599
0.035117	0.032052
0.035723	0.04127
0.036328	0.043438
0.036934	0.054825
0.037539	0.051572
0.038145	0.054554
0.03875	0.054554
0.039355	0.056723
0.039961	0.031239
0.040566	0.041812
0.041172	0.025817
0.041777	0.045607
0.042383	0.032865
0.042988	0.006297
0.043594	0.010906
0.044199	0.01199
0.044805	0.008737
0.04541	0.00955
0.046016	0.022021
0.046621	-0.013493
0.047227	-0.018102
0.047832	-0.014849
0.048438	-0.033284
0.049043	-0.06175
0.049648	-0.076661
0.050254	-0.075034
0.050859	-0.101873
0.051465	-0.128442
0.05207	-0.146335
0.052676	-0.166396
0.053281	-0.184831
0.053887	-0.19432
0.054492	-0.202995
0.055098	-0.234444
0.055703	-0.227124
0.056309	-0.242577
0.056914	-0.249625
0.05752	-0.241221
0.058125	-0.249083
0.05873	-0.258843
0.059336	-0.258301
0.059941	-0.276194
0.060547	-0.283242
0.061152	-0.283785
0.061758	-0.297882
0.062363	-0.319028
0.062969	-0.337734
0.063574	-0.330686
0.06418	-0.338277
0.064785	-0.329601
0.065391	-0.339903
0.065996	-0.323637
0.066602	-0.333668
0.067207	-0.321468
0.067812	-0.305202
0.068418	-0.307913
0.069023	-0.305473
0.069629	-0.289478
0.070234	-0.292189
0.07084	-0.283785
0.071445	-0.281074
0.072051	-0.291375
0.072656	-0.309268
0.073262	-0.28514
0.073867	-0.277278
0.074473	-0.29246
0.075078	-0.287309
0.075684	-0.291918
0.076289	-0.288393
0.076895	-0.281887
0.0775	-0.265078
0.078105	-0.271314
0.078711	-0.275109
0.079316	-0.246372
0.079922	-0.231461
0.080527	-0.204893
0.081133	-0.201369
0.081738	-0.187542
0.082344	-0.185374
0.082949	-0.168294
0.083555	-0.171547
0.08416	-0.180765
0.084766	-0.166396
0.085371	-0.174801
0.085977	-0.168294
0.086582	-0.190525
0.087188	-0.172903
0.087793	-0.14525
0.088398	-0.15745
0.089004	-0.146064
0.089609	-0.128442
0.090215	-0.126544
0.09082	-0.128984
0.091426	-0.086963
0.092031	-0.088047
0.092637	-0.060395
0.093242	-0.076119
0.093848	-0.047381
0.094453	-0.040333
0.095059	-0.033284
0.095664	-0.047924
0.09627	-0.027862
0.096875	-0.037622
0.09748	-0.043586
0.098086	-0.034368
0.098691	-0.03464
0.099297	-0.038977
0.099902	-0.039519
0.100508	-0.033013
0.101113	-0.027049
0.101719	-0.029217
0.102324	-0.047653
0.10293	-0.039791
0.103535	-0.043857
0.104141	-0.048737
0.104746	-0.067714
0.105352	-0.063377
0.105957	-0.073136
0.106563	-0.076932
0.107168	-0.106482
0.107773	-0.104313
0.108379	-0.13305
0.108984	-0.149859
0.10959	-0.14037
0.110195	-0.166125
0.110801	-0.163143
0.111406	-0.186187
0.112012	-0.185645
0.112617	-0.189982
0.113223	-0.204893
0.113828	-0.197031
0.114434	-0.222515
0.115039	-0.215195
0.115645	-0.217364
0.11625	-0.242848
0.116855	-0.224142
0.117461	-0.242848
0.118066	-0.256403
0.118672	-0.2705
0.119277	-0.288936
0.119883	-0.301949
0.120488	-0.310353
0.121094	-0.317944
0.121699	-0.329059
0.122305	-0.362405
0.12291	-0.358338
0.123516	-0.354001
0.124121	-0.365929
0.124727	-0.376502
0.125332	-0.376773
0.125938	-0.36864
0.126543	-0.355085
0.127148	-0.345054
0.127754	-0.338005
0.128359	-0.354543
0.128965	-0.34397
0.12957	-0.32201
0.130176	-0.320655
0.130781	-0.320655
0.131387	-0.320655
0.131992	-0.30466
0.132598	-0.295171
0.133203	-0.282158
0.133809	-0.259385
0.134414	-0.255861
0.13502	-0.249625
0.135625	-0.233359
0.13623	-0.203538
0.136836	-0.189169
0.137441	-0.175343
0.138047	-0.183205
0.138652	-0.161245
0.139258	-0.130611
0.139863	-0.149046
0.140469	-0.13305
0.141074	-0.148232
0.14168	-0.11814
0.142285	-0.1279
0.142891	-0.104856
0.143496	-0.099976
0.144102	-0.1035
0.144707	-0.105398
0.145313	-0.108109
0.145918	-0.084252
0.146523	-0.091843
0.147129	-0.080727
0.147734	-0.055244
0.14834	-0.043315
0.148945	-0.044128
0.149551	-0.025422
0.150156	-0.023795
0.150762	-0.020542
0.151367	-0.021084
0.151973	-0.016747
0.152578	0.008195
0.153184	-0.014307
0.153789	-0.026506
0.154395	-0.0322
0.155	-0.025693
0.155605	-0.027862
0.156211	-0.056328
0.156816	-0.055244
0.157422	-0.065274
0.158027	-0.067714
0.158633	-0.076932
0.159238	-0.072323
0.159844	-0.095638
0.160449	-0.099162
0.161055	-0.104042
0.16166	-0.104042
0.162266	-0.116242
0.162871	-0.113531
0.163477	-0.129526
0.164082	-0.12546
0.164687	-0.145521
0.165293	-0.153383
0.165898	-0.158805
0.166504	-0.171005
0.167109	-0.187
0.167715	-0.178325
0.16832	-0.201098
0.168926	-0.193236
0.169531	-0.199742
0.170137	-0.193236
0.170742	-0.186458
0.171348	-0.213569
0.171953	-0.223599
0.172559	-0.211942
0.173164	-0.221973
0.17377	-0.233359
0.174375	-0.236883
0.17498	-0.259114
0.175586	-0.263994
0.176191	-0.280531
0.176797	-0.291375
0.177402	-0.284598
0.178008	-0.292731
0.178613	-0.273211
0.179219	-0.276194
0.179824	-0.298424
0.18043	-0.278091
0.181035	-0.290291
0.181641	-0.254776
0.182246	-0.257487
0.182852	-0.245288
0.183457	-0.219262
0.184062	-0.200013
0.184668	-0.219262
0.185273	-0.188627
0.185879	-0.196218
0.186484	-0.182663
0.18709	-0.177783
0.187695	-0.177241
0.188301	-0.196218
0.188906	-0.189982
0.189512	-0.198658
0.190117	-0.211671
0.190723	-0.186458
0.191328	-0.203267
0.191934	-0.20408
0.192539	-0.207333
0.193145	-0.207604
0.19375	-0.187271
0.194355	-0.191067
0.194961	-0.20164
0.195566	-0.193236
0.196172	-0.192693
0.196777	-0.181578
0.197383	-0.168294
0.197988	-0.177241
0.198594	-0.192693
0.199199	-0.178325
0.199805	-0.171005
0.20041	-0.169921
0.201016	-0.180494
0.201621	-0.175614
0.202227	-0.15989
0.202832	-0.171547
0.203437	-0.152028
0.204043	-0.137117
0.204648	-0.135762
0.205254	-0.139015
0.205859	-0.117869
0.206465	-0.133322
0.20707	-0.138473
0.207676	-0.119766
0.208281	-0.136575
0.208887	-0.135762
0.209492	-0.131695
0.210098	-0.130339
0.210703	-0.14769
0.211309	-0.148232
0.211914	-0.141455
0.21252	-0.144979
0.213125	-0.157179
0.21373	-0.161516
0.214336	-0.165583
0.214941	-0.133322
0.215547	-0.176969
0.216152	-0.153926
0.216758	-0.157179
0.217363	-0.181307
0.217969	-0.17209
0.218574	-0.174801
0.21918	-0.172632
0.219785	-0.182663
0.220391	-0.183476
0.220996	-0.204622
0.221602	-0.20164
0.222207	-0.209502
0.222812	-0.230919
0.223418	-0.25071
0.224023	-0.253963
0.224629	-0.275651
0.225234	-0.286767
0.22584	-0.292189
0.226445	-0.289207
0.227051	-0.315233
0.227656	-0.331499
0.228262	-0.328246
0.228867	-0.320655
0.229473	-0.349392
0.230078	-0.366743
0.230684	-0.337192
0.231289	-0.354543
0.231895	-0.357254
0.2325	-0.359152
0.233105	-0.356169
0.233711	-0.343699
0.234316	-0.356712
0.234922	-0.348579
0.235527	-0.337734
0.236133	-0.358067
0.236738	-0.357796
0.237344	-0.347765
0.237949	-0.348579
0.238555	-0.336379
0.23916	-0.334752
0.239766	-0.339903
0.240371	-0.330143
0.240977	-0.329872
0.241582	-0.327161
0.242187	-0.320384
0.242793	-0.32445
0.243398	-0.314962
0.244004	-0.307913
0.244609	-0.323095
0.245215	-0.299509
0.24582	-0.285682
0.246426	-0.274838
0.247031	-0.264265
0.247637	-0.236612
0.248242	-0.203809
0.248848	-0.205706
0.249453	-0.191609
0.250059	-0.151486
0.250664	-0.133864
0.25127	-0.106482
0.251875	-0.084252
0.25248	-0.055515
0.253086	-0.027591
0.253691	0.007382
0.254297	0.00955
0.254902	0.018497
0.255508	0.037745
0.256113	0.061331
0.256719	0.0757
0.257324	0.0635
0.25793	0.08546
0.258535	0.091153
0.259141	0.093593
0.259746	0.109317
0.260352	0.110672
0.260957	0.093322
0.261562	0.113383
0.262168	0.091424
0.262773	0.106335
0.263379	0.107419
0.263984	0.086815
0.26459	0.09278
0.265195	0.099828
0.265801	0.110672
0.266406	0.081935
0.267012	0.101455
0.267617	0.088171
0.268223	0.05374
0.268828	0.079495
0.269434	0.064585
0.270039	0.045607
0.270645	0.054283
0.27125	0.040185
0.271855	0.027986
0.272461	0.018768
0.273066	-0.000752
0.273672	-0.008071
0.274277	-0.020542
0.274883	-0.041146
0.275488	-0.06175
0.276094	-0.0913
0.276699	-0.11814
0.277305	-0.130339
0.27791	-0.165041
0.278516	-0.196489
0.279121	-0.207062
0.279727	-0.255047
0.280332	-0.28758
0.280938	-0.298153
0.281543	-0.316859
0.282148	-0.361592
0.282754	-0.380027
0.283359	-0.38572
0.283965	-0.413372
0.28457	-0.436959
0.285176	-0.429097
0.285781	-0.445363
0.286387	-0.470033
0.286992	-0.477353
0.287598	-0.484402
0.288203	-0.510157
0.288809	-0.503921
0.289414	-0.51097
0.29002	-0.522085
0.290625	-0.536454
0.29123	-0.533201
0.291836	-0.551907
0.292441	-0.566818
0.293047	-0.554889
0.293652	-0.561124
0.294258	-0.557329
0.294863	-0.555702
0.295469	-0.552449
0.296074	-0.554076
0.29668	-0.535098
0.297285	-0.528592
0.297891	-0.516121
0.298496	-0.490908
0.299102	-0.48386
0.299707	-0.453496
0.300312	-0.428825
0.300918	-0.410661
0.301523	-0.388431
0.302129	-0.365929
0.302734	-0.327975
0.30334	-0.306828
0.303945	-0.286496
0.304551	-0.244203
0.305156	-0.208146
0.305762	-0.192151
0.306367	-0.141997
0.306973	-0.139828
0.307578	-0.102145
0.308184	-0.074492
0.308789	-0.066088
0.309395	-0.040333
0.31	-0.02488
0.310605	-0.016476
0.311211	0.02175
0.311816	0.012804
0.312422	0.016057
0.313027	0.043981
0.313633	0.055638
0.314238	0.06838
0.314844	0.063229
0.315449	0.067296
0.316055	0.074073
0.31666	0.079495
0.317266	0.103353
0.317871	0.061602
0.318477	0.104166
0.319082	0.097659
0.319688	0.084375
0.320293	0.094135
0.320898	0.089255
0.321504	0.0879
0.322109	0.080851
0.322715	0.078953
0.32332	0.043167
0.323926	0.032052
0.324531	0.017684
0.325137	0.003586
0.325742	-0.023253
0.326348	-0.048466
0.326953	-0.075576
0.327559	-0.074221
0.328164	-0.1279
0.32877	-0.122477
0.329375	-0.159619
0.32998	-0.187814
0.330586	-0.204351
0.331191	-0.220617
0.331797	-0.234444
0.332402	-0.264265
0.333008	-0.269958
0.333613	-0.289749
0.334219	-0.293002
0.334824	-0.305473
0.33543	-0.30222
0.336035	-0.316046
0.336641	-0.322281
0.337246	-0.324721
0.337852	-0.316317
0.338457	-0.316859
