0.000000E+0	1.949288E-2	1.423916E-1
4.882813E-4	1.805297E-2	1.404939E-1
9.765625E-4	1.747700E-2	1.066058E-1
1.464844E-3	1.713142E-2	6.621127E-2
1.953125E-3	1.453956E-2	7.271778E-2
2.441406E-3	1.885932E-2	8.030870E-2
2.929687E-3	1.592188E-2	3.259432E-2
3.417969E-3	1.816816E-2	-4.818093E-3
3.906250E-3	1.690103E-2	-1.593338E-2
4.394531E-3	1.563390E-2	-1.756000E-2
4.882812E-3	1.690103E-2	-2.921749E-2
5.371094E-3	2.029924E-2	-7.937182E-2
5.859375E-3	1.937769E-2	-1.124466E-1
6.347656E-3	1.805297E-2	-1.173264E-1
6.835937E-3	1.695863E-2	-1.392859E-1
7.324219E-3	1.672824E-2	-1.609743E-1
7.812500E-3	1.690103E-2	-2.078753E-1
8.300781E-3	1.880172E-2	-2.485410E-1
8.789062E-3	1.580669E-2	-2.889356E-1
9.277344E-3	1.419398E-2	-3.052018E-1
9.765625E-3	1.672824E-2	-3.171304E-1
1.025391E-2	1.615227E-2	-3.314989E-1
1.074219E-2	1.747700E-2	-3.531873E-1
1.123047E-2	1.333003E-2	-3.987329E-1
1.171875E-2	1.505793E-2	-4.220478E-1
1.220703E-2	1.649785E-2	-4.277410E-1
1.269531E-2	1.701622E-2	-4.345186E-1
1.318359E-2	1.972327E-2	-4.616291E-1
1.367187E-2	1.620987E-2	-5.047347E-1
1.416016E-2	1.730421E-2	-5.375383E-1
1.464844E-2	1.793777E-2	-5.106990E-1
1.513672E-2	1.356042E-2	-5.052769E-1
1.562500E-2	1.955048E-2	-5.261519E-1
1.611328E-2	2.104800E-2	-5.638355E-1
1.660156E-2	1.309964E-2	-5.367250E-1
1.708984E-2	1.799537E-2	-5.332007E-1
1.757812E-2	1.770738E-2	-5.413338E-1
1.806641E-2	1.759219E-2	-5.635644E-1
1.855469E-2	1.759219E-2	-5.519069E-1
1.904297E-2	1.603708E-2	-5.397072E-1
1.953125E-2	1.868653E-2	-5.521780E-1
2.001953E-2	1.684343E-2	-5.535335E-1
2.050781E-2	1.707382E-2	-5.519069E-1
2.099609E-2	1.805297E-2	-5.201876E-1
2.148437E-2	1.189011E-2	-4.947038E-1
