Time	Acceleration - cDAQ1Mod1_ai1	Force (IEPE) - cDAQ1Mod1_ai0
0.000000E+0	1.897451E-2	4.178337E-1
4.882813E-4	1.465475E-2	3.785236E-1
9.765625E-4	1.223569E-2	3.744570E-1
1.464844E-3	1.597948E-2	4.194604E-1
1.953125E-3	1.667064E-2	4.121405E-1
2.441406E-3	1.574909E-2	3.928921E-1
2.929687E-3	1.292685E-2	3.817768E-1
3.417969E-3	1.908971E-2	3.972298E-1
3.906250E-3	1.488514E-2	4.042785E-1
4.394531E-3	1.741940E-2	4.091584E-1
4.882812E-3	1.033500E-2	3.893678E-1
5.371094E-3	1.390600E-2	3.796080E-1
5.859375E-3	1.597948E-2	3.945188E-1
6.347656E-3	1.661305E-2	3.907233E-1
6.835937E-3	8.664688E-3	3.600885E-1
7.324219E-3	1.189011E-2	3.465333E-1
7.812500E-3	1.672824E-2	3.446355E-1
8.300781E-3	1.885932E-2	3.310803E-1
8.789062E-3	1.724661E-2	3.213206E-1
9.277344E-3	1.471235E-2	3.251160E-1
9.765625E-3	1.626746E-2	3.007166E-1
1.025391E-2	1.505793E-2	3.123741E-1
1.074219E-2	1.471235E-2	2.952945E-1
1.123047E-2	1.770738E-2	2.511045E-1
1.171875E-2	1.356042E-2	2.489357E-1
1.220703E-2	1.638266E-2	2.825526E-1
1.269531E-2	1.592188E-2	2.288739E-1
1.318359E-2	1.528832E-2	2.253496E-1
1.367187E-2	1.684343E-2	2.055590E-1
1.416016E-2	1.494274E-2	1.993236E-1
1.464844E-2	1.730421E-2	2.136921E-1
1.513672E-2	1.586429E-2	1.928170E-1
1.562500E-2	1.730421E-2	1.982391E-1
1.611328E-2	1.741940E-2	1.673332E-1
1.660156E-2	1.816816E-2	1.760086E-1
1.708984E-2	1.546111E-2	1.521514E-1
1.757812E-2	1.309964E-2	1.646222E-1
1.806641E-2	1.546111E-2	1.491692E-1
1.855469E-2	1.839855E-2	1.429338E-1
1.904297E-2	1.448196E-2	1.139257E-1
1.953125E-2	1.407879E-2	1.255831E-1
2.001953E-2	1.736180E-2	1.120279E-1
2.050781E-2	1.390600E-2	1.025393E-1
2.099609E-2	2.076001E-2	9.305061E-2
2.148437E-2	2.029924E-2	9.603276E-2
2.197266E-2	1.367561E-2	6.350023E-2
2.246094E-2	1.586429E-2	5.102942E-2
2.294922E-2	1.275406E-2	6.512685E-2
2.343750E-2	1.678584E-2	5.021611E-2
2.392578E-2	1.782258E-2	3.991414E-2
2.441406E-2	1.759219E-2	2.825665E-2
2.490234E-2	1.551871E-2	4.072745E-2
2.539062E-2	1.874413E-2	2.906996E-2
2.587891E-2	1.528832E-2	2.988328E-2
2.636719E-2	1.747700E-2	2.554560E-2
2.685547E-2	1.661305E-2	3.476316E-2
2.734375E-2	1.476995E-2	5.157163E-2
2.783203E-2	1.229329E-2	3.638978E-2
2.832031E-2	1.517313E-2	2.120793E-2
2.880859E-2	1.304204E-2	2.852775E-2
2.929687E-2	1.759219E-2	2.717223E-2
2.978516E-2	1.736180E-2	1.307480E-2
3.027344E-2	1.615227E-2	1.226149E-2
3.076172E-2	1.603708E-2	1.959518E-3
3.125000E-2	1.655545E-2	1.117707E-2
3.173828E-2	1.811056E-2	-1.024018E-2
3.222656E-2	1.885932E-2	1.146204E-3
3.271484E-2	1.505793E-2	1.795468E-2
3.320312E-2	1.442437E-2	-3.733676E-3
3.369141E-2	1.626746E-2	-1.349344E-2
3.417969E-2	1.920490E-2	-2.542203E-2
3.466797E-2	1.569150E-2	-2.298209E-2
3.515625E-2	1.655545E-2	-1.484896E-2
3.564453E-2	1.926250E-2	-2.786197E-2
3.613281E-2	1.955048E-2	-3.382627E-2
3.662109E-2	2.168156E-2	-5.361689E-2
3.710937E-2	1.586429E-2	-5.443021E-2
3.759766E-2	1.407879E-2	-8.235396E-2
3.808594E-2	1.724661E-2	-8.886047E-2
3.857422E-2	1.419398E-2	-1.002469E-1
3.906250E-2	1.546111E-2	-1.127177E-1
3.955078E-2	1.540351E-2	-1.333216E-1
4.003906E-2	1.724661E-2	-1.438947E-1
4.052734E-2	1.615227E-2	-1.509434E-1
4.101562E-2	1.753459E-2	-1.636853E-1
4.150391E-2	1.194771E-2	-1.756139E-1
4.199219E-2	1.839855E-2	-1.926935E-1
4.248047E-2	1.505793E-2	-1.951334E-1
4.296875E-2	1.494274E-2	-1.954045E-1
4.345703E-2	1.799537E-2	-1.986578E-1
4.394531E-2	1.523072E-2	-2.078753E-1
4.443359E-2	2.087521E-2	-2.008266E-1
4.492187E-2	1.891692E-2	-1.983867E-1
4.541016E-2	1.644025E-2	-1.989289E-1
4.589844E-2	1.528832E-2	-1.959467E-1
4.638672E-2	1.724661E-2	-2.019110E-1
4.687500E-2	1.966568E-2	-1.712762E-1
4.736328E-2	1.903211E-2	-1.533833E-1
4.785156E-2	1.753459E-2	-1.753428E-1
4.833984E-2	1.747700E-2	-1.390148E-1
4.882812E-2	2.041443E-2	-1.303395E-1
4.931641E-2	1.281166E-2	-1.295261E-1
4.980469E-2	1.707382E-2	-9.807802E-2
5.029297E-2	2.012645E-2	-8.831826E-2
5.078125E-2	1.822576E-2	-9.075820E-2
5.126953E-2	1.862893E-2	-6.337665E-2
5.175781E-2	1.644025E-2	-3.653731E-2
5.224609E-2	1.574909E-2	-4.004780E-3
5.273437E-2	1.500034E-2	2.772831E-3
5.322266E-2	1.350282E-2	1.443032E-2
5.371094E-2	1.183251E-2	4.289629E-2
5.419922E-2	2.052963E-2	6.431354E-2
5.468750E-2	1.620987E-2	6.675348E-2
5.517578E-2	1.753459E-2	1.038948E-1
5.566406E-2	1.223569E-2	1.212455E-1
5.615234E-2	1.546111E-2	1.158234E-1
5.664062E-2	1.269646E-2	1.331741E-1
5.712891E-2	1.868653E-2	1.516092E-1
5.761719E-2	1.546111E-2	2.226385E-1
5.810547E-2	1.764979E-2	2.069145E-1
5.859375E-2	1.448196E-2	2.440558E-1
5.908203E-2	1.373321E-2	2.589665E-1
5.957031E-2	1.425158E-2	2.814682E-1
6.005859E-2	1.494274E-2	3.004455E-1
6.054687E-2	1.494274E-2	3.188806E-1
6.103516E-2	1.557630E-2	3.148140E-1
6.152344E-2	1.644025E-2	3.226761E-1
6.201172E-2	1.960808E-2	3.362313E-1
6.250000E-2	1.413638E-2	3.346047E-1
6.298828E-2	1.425158E-2	3.505998E-1
6.347656E-2	1.500034E-2	3.516843E-1
6.396484E-2	1.206290E-2	3.375868E-1
6.445312E-2	1.540351E-2	3.291826E-1
6.494141E-2	1.194771E-2	3.348758E-1
6.542969E-2	1.644025E-2	3.389423E-1
6.591797E-2	1.799537E-2	3.318936E-1
6.640625E-2	1.914730E-2	3.096631E-1
6.689453E-2	1.206290E-2	3.272849E-1
6.738281E-2	1.246608E-2	3.158985E-1
6.787109E-2	1.425158E-2	3.259293E-1
6.835937E-2	1.851374E-2	3.042410E-1
6.884766E-2	1.315724E-2	2.776727E-1
6.933594E-2	1.672824E-2	2.765883E-1
6.982422E-2	1.764979E-2	2.654730E-1
7.031250E-2	1.638266E-2	2.524600E-1
7.080078E-2	1.747700E-2	2.424292E-1
7.128906E-2	1.482754E-2	2.020346E-1
7.177734E-2	1.644025E-2	2.123366E-1
7.226562E-2	1.453956E-2	1.903771E-1
7.275391E-2	2.133598E-2	1.459160E-1
7.324219E-2	1.281166E-2	1.456449E-1
7.373047E-2	1.367561E-2	1.304630E-1
7.421875E-2	1.661305E-2	1.052503E-1
7.470703E-2	1.597948E-2	9.142398E-2
7.519531E-2	1.373321E-2	8.030870E-2
7.568359E-2	1.782258E-2	8.220643E-2
7.617187E-2	1.425158E-2	6.865121E-2
7.666016E-2	1.632506E-2	4.343850E-2
7.714844E-2	1.638266E-2	3.286542E-2
7.763672E-2	2.041443E-2	6.078918E-2
7.812500E-2	1.528832E-2	4.533623E-2
7.861328E-2	1.592188E-2	3.476316E-2
7.910156E-2	2.001126E-2	5.916256E-2
7.958984E-2	1.350282E-2	5.048721E-2
8.007812E-2	1.373321E-2	6.214470E-2
8.056641E-2	1.338763E-2	2.744334E-2
8.105469E-2	1.390600E-2	4.642065E-2
8.154297E-2	1.448196E-2	5.943366E-2
8.203125E-2	1.661305E-2	5.590930E-2
8.251953E-2	1.402119E-2	7.786876E-2
8.300781E-2	1.425158E-2	7.136226E-2
8.349609E-2	1.465475E-2	9.521945E-2
8.398437E-2	1.292685E-2	9.657497E-2
8.447266E-2	1.442437E-2	9.169509E-2
8.496094E-2	1.741940E-2	1.028104E-1
8.544922E-2	1.563390E-2	1.117568E-1
8.593750E-2	1.396359E-2	1.285653E-1
8.642578E-2	1.724661E-2	1.057925E-1
8.691406E-2	1.632506E-2	1.253120E-1
8.740234E-2	1.413638E-2	1.342585E-1
8.789062E-2	1.396359E-2	1.437471E-1
8.837891E-2	1.413638E-2	1.320897E-1
8.886719E-2	1.119895E-2	1.310052E-1
8.935547E-2	1.672824E-2	1.399517E-1
8.984375E-2	1.309964E-2	1.366984E-1
9.033203E-2	1.488514E-2	1.323608E-1
9.082031E-2	1.678584E-2	1.274809E-1
9.130859E-2	1.632506E-2	1.280231E-1
9.179687E-2	1.661305E-2	1.228721E-1
9.228516E-2	1.782258E-2	1.356140E-1
9.277344E-2	1.045019E-2	1.242276E-1
9.326172E-2	1.592188E-2	1.125701E-1
9.375000E-2	1.741940E-2	1.055214E-1
9.423828E-2	1.471235E-2	9.413503E-2
9.472656E-2	1.523072E-2	8.762852E-2
9.521484E-2	1.534592E-2	6.865121E-2
9.570312E-2	1.448196E-2	4.208298E-2
9.619141E-2	1.419398E-2	4.316739E-2
9.667969E-2	1.476995E-2	5.672262E-2
9.716797E-2	1.534592E-2	3.991414E-2
9.765625E-2	1.494274E-2	2.906996E-2
9.814453E-2	1.430917E-2	2.175014E-2
9.863281E-2	1.868653E-2	1.415922E-2
9.912109E-2	1.701622E-2	-4.804222E-4
9.960937E-2	1.569150E-2	-3.165743E-2
1.000977E-1	1.465475E-2	8.751000E-4
1.005859E-1	1.839855E-2	-1.186681E-2
1.010742E-1	1.448196E-2	-3.491069E-2
1.015625E-1	1.448196E-2	-2.623534E-2
1.020508E-1	1.494274E-2	1.417309E-3
1.025391E-1	1.471235E-2	-1.539117E-2
1.030273E-1	1.580669E-2	-4.846591E-2
1.035156E-1	1.436677E-2	-2.975970E-2
1.040039E-1	1.828335E-2	-1.512006E-2
1.044922E-1	1.292685E-2	-2.921749E-2
1.049805E-1	1.281166E-2	-2.515093E-2
1.054687E-1	1.258127E-2	-3.707952E-2
1.059570E-1	1.972327E-2	-3.789284E-2
1.064453E-1	1.321483E-2	-2.840418E-2
1.069336E-1	2.058722E-2	-3.924836E-2
1.074219E-1	9.471043E-3	-3.762173E-2
1.079102E-1	1.114135E-2	-1.051129E-2
1.083984E-1	1.557630E-2	3.328911E-4
1.088867E-1	1.413638E-2	-3.626621E-2
1.093750E-1	1.626746E-2	-1.620448E-2
1.098633E-1	1.476995E-2	-7.529138E-3
1.103516E-1	1.592188E-2	5.754980E-3
1.108398E-1	1.569150E-2	-1.293736E-3
1.113281E-1	1.327243E-2	-6.173616E-3
1.118164E-1	1.540351E-2	2.147904E-2
1.123047E-1	1.811056E-2	3.910083E-2
1.127930E-1	1.292685E-2	1.307480E-2
1.132812E-1	1.546111E-2	3.638978E-2
1.137695E-1	1.442437E-2	2.283456E-2
1.142578E-1	1.338763E-2	3.313653E-2
1.147461E-1	1.413638E-2	4.262518E-2
1.152344E-1	1.822576E-2	3.178101E-2
1.157227E-1	1.799537E-2	3.422095E-2
1.162109E-1	1.471235E-2	4.506512E-2
1.166992E-1	1.684343E-2	6.078918E-2
1.171875E-1	1.459716E-2	4.343850E-2
1.176758E-1	1.315724E-2	3.638978E-2
1.181641E-1	1.252367E-2	4.425181E-2
1.186523E-1	1.684343E-2	5.374047E-2
1.191406E-1	1.966568E-2	6.512685E-2
1.196289E-1	1.275406E-2	5.428268E-2
1.201172E-1	1.586429E-2	5.048721E-2
1.206055E-1	1.384840E-2	1.687026E-2
1.210937E-1	1.574909E-2	6.756679E-2
1.215820E-1	1.309964E-2	6.350023E-2
1.220703E-1	1.229329E-2	3.584757E-2
1.225586E-1	1.419398E-2	3.476316E-2
1.230469E-1	1.298445E-2	5.102942E-2
1.235352E-1	1.137174E-2	6.295802E-2
1.240234E-1	1.413638E-2	6.078918E-2
1.245117E-1	1.309964E-2	8.112202E-2
1.250000E-1	2.006885E-2	7.082005E-2
1.254883E-1	1.816816E-2	8.247754E-2
1.259766E-1	1.788017E-2	8.762852E-2
1.264648E-1	1.390600E-2	1.074191E-1
1.269531E-1	1.505793E-2	1.196188E-1
1.274414E-1	1.511553E-2	1.315474E-1
1.279297E-1	1.356042E-2	1.177211E-1
1.284180E-1	1.597948E-2	1.402228E-1
1.289062E-1	2.099040E-2	1.841417E-1
1.293945E-1	1.465475E-2	1.971547E-1
1.298828E-1	1.010461E-2	1.971547E-1
1.303711E-1	1.384840E-2	2.351093E-1
1.308594E-1	1.206290E-2	2.687263E-1
1.313477E-1	1.298445E-2	2.847215E-1
1.318359E-1	1.269646E-2	3.088497E-1
1.323242E-1	1.488514E-2	3.267426E-1
1.328125E-1	1.425158E-2	3.598174E-1
1.333008E-1	1.183251E-2	3.890967E-1
1.337891E-1	1.482754E-2	3.714749E-1
1.342773E-1	1.108375E-2	3.966876E-1
1.347656E-1	1.039259E-2	4.528062E-1
1.352539E-1	8.722285E-3	4.620238E-1
1.357422E-1	1.379080E-2	4.538906E-1
1.362305E-1	1.615227E-2	4.736813E-1
1.367187E-1	1.586429E-2	4.826277E-1
1.372070E-1	1.240848E-2	5.279021E-1
1.376953E-1	8.664688E-3	5.230223E-1
1.381836E-1	1.275406E-2	5.110937E-1
1.386719E-1	1.165972E-2	5.138047E-1
1.391602E-1	1.453956E-2	5.016050E-1
1.396484E-1	1.189011E-2	5.086537E-1
1.401367E-1	1.327243E-2	5.138047E-1
1.406250E-1	1.597948E-2	5.116359E-1
1.411133E-1	1.500034E-2	4.875076E-1
1.416016E-1	1.471235E-2	4.725968E-1
1.420898E-1	1.574909E-2	4.598549E-1
1.425781E-1	1.379080E-2	4.457575E-1
1.430664E-1	1.356042E-2	4.205448E-1
1.435547E-1	1.269646E-2	3.969587E-1
1.440430E-1	1.010461E-2	3.815057E-1
1.445312E-1	1.557630E-2	3.649684E-1
1.450195E-1	1.321483E-2	3.194228E-1
1.455078E-1	1.350282E-2	3.036988E-1
1.459961E-1	1.453956E-2	2.521889E-1
1.464844E-1	1.609467E-2	2.302295E-1
1.469727E-1	1.212050E-2	2.117944E-1
1.474609E-1	1.540351E-2	1.616400E-1
1.479492E-1	1.557630E-2	1.459160E-1
1.484375E-1	2.041443E-2	1.272098E-1
1.489258E-1	1.436677E-2	8.410416E-2
1.494141E-1	1.989606E-2	6.648238E-2
1.499023E-1	1.396359E-2	4.045635E-2
1.503906E-1	1.453956E-2	-8.884660E-3
1.508789E-1	1.638266E-2	-2.813308E-2
1.513672E-1	1.396359E-2	-4.521266E-2
1.518555E-1	1.240848E-2	-7.828740E-2
1.523437E-1	1.476995E-2	-1.043134E-1
1.528320E-1	1.828335E-2	-1.501301E-1
1.533203E-1	1.569150E-2	-1.772405E-1
1.538086E-1	1.586429E-2	-1.674808E-1
1.542969E-1	1.978087E-2	-2.027243E-1
1.547852E-1	2.024164E-2	-2.496254E-1
1.552734E-1	1.476995E-2	-2.699582E-1
1.557617E-1	1.695863E-2	-2.894778E-1
1.562500E-1	1.620987E-2	-2.954421E-1
1.567383E-1	1.885932E-2	-3.190281E-1
1.572266E-1	1.004701E-2	-3.393610E-1
1.577148E-1	1.263887E-2	-3.542717E-1
1.582031E-1	1.407879E-2	-3.485785E-1
1.586914E-1	1.851374E-2	-3.580672E-1
1.591797E-1	1.615227E-2	-3.472230E-1
1.596680E-1	1.753459E-2	-3.718935E-1
1.601562E-1	1.390600E-2	-3.686403E-1
1.606445E-1	1.286925E-2	-3.621338E-1
1.611328E-1	1.396359E-2	-3.298723E-1
1.616211E-1	1.741940E-2	-3.277035E-1
1.621094E-1	1.753459E-2	-3.393610E-1
1.625977E-1	1.834095E-2	-3.431564E-1
1.630859E-1	1.275406E-2	-2.978820E-1
1.635742E-1	1.638266E-2	-2.686027E-1
1.640625E-1	1.684343E-2	-2.751092E-1
1.645508E-1	1.258127E-2	-2.406790E-1
1.650391E-1	1.033500E-2	-2.631806E-1
1.655273E-1	1.344522E-2	-2.282082E-1
1.660156E-1	1.494274E-2	-1.848314E-1
1.665039E-1	1.482754E-2	-1.639564E-1
1.669922E-1	1.557630E-2	-1.541966E-1
1.674805E-1	1.793777E-2	-1.238329E-1
1.679687E-1	1.569150E-2	-8.831826E-2
1.684570E-1	1.304204E-2	-5.551462E-2
1.689453E-1	1.845614E-2	-2.542203E-2
1.694336E-1	1.557630E-2	-1.566227E-2
1.699219E-1	1.269646E-2	7.110502E-3
1.704102E-1	1.874413E-2	5.889145E-2
1.708984E-1	1.177492E-2	6.594017E-2
1.713867E-1	1.626746E-2	9.033957E-2
1.718750E-1	1.246608E-2	1.085036E-1
1.723633E-1	1.551871E-2	1.193477E-1
1.728516E-1	1.327243E-2	1.586579E-1
1.733398E-1	1.154453E-2	1.749242E-1
1.738281E-1	1.661305E-2	1.735686E-1
1.743164E-1	1.356042E-2	2.155898E-1
1.748047E-1	1.476995E-2	2.527311E-1
1.752930E-1	1.356042E-2	2.505623E-1
1.757812E-1	1.684343E-2	2.595087E-1
1.762695E-1	1.304204E-2	2.736062E-1
1.767578E-1	1.223569E-2	3.036988E-1
1.772461E-1	1.407879E-2	2.971923E-1
1.777344E-1	1.258127E-2	3.240316E-1
1.782227E-1	1.482754E-2	3.169829E-1
1.787109E-1	1.695863E-2	3.430089E-1
1.791992E-1	1.580669E-2	3.665950E-1
1.796875E-1	1.511553E-2	3.495154E-1
1.801758E-1	1.620987E-2	3.779814E-1
1.806641E-1	1.701622E-2	3.641551E-1
1.811523E-1	1.528832E-2	3.871989E-1
1.816406E-1	1.615227E-2	4.004831E-1
1.821289E-1	1.816816E-2	3.931632E-1
1.826172E-1	1.932009E-2	4.097006E-1
1.831055E-1	1.770738E-2	4.159360E-1
1.835937E-1	1.661305E-2	4.303045E-1
1.840820E-1	1.419398E-2	4.145805E-1
1.845703E-1	1.540351E-2	4.224425E-1
1.850586E-1	1.500034E-2	4.582283E-1
1.855469E-1	1.488514E-2	4.408776E-1
1.860352E-1	1.747700E-2	4.601260E-1
1.865234E-1	1.327243E-2	4.479263E-1
1.870117E-1	1.932009E-2	4.622949E-1
1.875000E-1	1.436677E-2	4.349133E-1
1.879883E-1	1.194771E-2	4.435887E-1
1.884766E-1	1.511553E-2	4.625660E-1
1.889648E-1	1.626746E-2	4.655481E-1
1.894531E-1	1.644025E-2	4.446731E-1
1.899414E-1	1.615227E-2	4.416909E-1
1.904297E-1	1.937769E-2	4.322023E-1
1.909180E-1	1.684343E-2	4.392510E-1
1.914062E-1	1.390600E-2	4.292201E-1
1.918945E-1	1.373321E-2	4.227136E-1
1.923828E-1	1.356042E-2	3.896389E-1
1.928711E-1	1.741940E-2	3.934343E-1
1.933594E-1	1.171732E-2	3.853012E-1
1.938477E-1	1.759219E-2	3.931632E-1
1.943359E-1	1.194771E-2	3.419245E-1
1.948242E-1	1.125654E-2	3.473466E-1
1.953125E-1	1.551871E-2	3.473466E-1
1.958008E-1	1.620987E-2	3.096631E-1
1.962891E-1	1.465475E-2	3.039699E-1
1.967773E-1	1.125654E-2	2.847215E-1
1.972656E-1	1.333003E-2	2.494779E-1
1.977539E-1	1.528832E-2	2.565266E-1
1.982422E-1	1.597948E-2	2.418870E-1
1.987305E-1	1.638266E-2	2.391759E-1
1.992187E-1	1.672824E-2	2.042034E-1
1.997070E-1	1.580669E-2	1.849550E-1
2.001953E-1	1.390600E-2	1.711287E-1
2.006836E-1	1.465475E-2	1.535069E-1
2.011719E-1	1.586429E-2	1.179922E-1
2.016602E-1	1.713142E-2	1.196188E-1
2.021484E-1	1.718901E-2	1.087747E-1
2.026367E-1	1.661305E-2	5.536709E-2
2.031250E-1	1.897451E-2	3.882972E-2
2.036133E-1	2.202714E-2	3.828751E-2
2.041016E-1	1.528832E-2	1.632805E-2
2.045898E-1	1.672824E-2	1.146204E-3
2.050781E-1	1.217809E-2	-4.275884E-3
2.055664E-1	1.724661E-2	-1.674669E-2
2.060547E-1	1.396359E-2	-6.446107E-2
2.065430E-1	1.528832E-2	-6.256334E-2
2.070312E-1	1.770738E-2	-6.934095E-2
2.075195E-1	2.064482E-2	-9.590919E-2
2.080078E-1	1.822576E-2	-1.013313E-1
2.084961E-1	2.006885E-2	-9.509587E-2
2.089844E-1	2.150877E-2	-1.045845E-1
2.094727E-1	1.425158E-2	-1.178686E-1
2.099609E-1	1.557630E-2	-1.224774E-1
2.104492E-1	1.217809E-2	-1.403703E-1
2.109375E-1	1.736180E-2	-1.281706E-1
2.114258E-1	1.667064E-2	-1.463346E-1
2.119141E-1	1.684343E-2	-1.734451E-1
2.124023E-1	1.448196E-2	-1.566366E-1
2.128906E-1	1.517313E-2	-1.574499E-1
2.133789E-1	1.546111E-2	-1.566366E-1
2.138672E-1	1.592188E-2	-1.758850E-1
2.143555E-1	2.099040E-2	-1.672097E-1
2.148437E-1	1.632506E-2	-1.644986E-1
2.153320E-1	1.436677E-2	-1.593476E-1
2.158203E-1	1.724661E-2	-1.487746E-1
2.163086E-1	1.695863E-2	-1.346771E-1
2.167969E-1	1.327243E-2	-1.059401E-1
2.172852E-1	1.713142E-2	-1.268151E-1
2.177734E-1	1.448196E-2	-1.059401E-1
2.182617E-1	1.304204E-2	-1.013313E-1
2.187500E-1	1.788017E-2	-9.130041E-2
2.192383E-1	1.350282E-2	-9.428256E-2
2.197266E-1	1.828335E-2	-1.032290E-1
2.202148E-1	1.736180E-2	-9.102931E-2
2.207031E-1	1.741940E-2	-5.117695E-2
2.211914E-1	1.333003E-2	-8.560722E-2
2.216797E-1	1.920490E-2	-7.937182E-2
2.221680E-1	1.713142E-2	-7.557635E-2
2.226562E-1	2.145118E-2	-8.967378E-2
2.231445E-1	1.125654E-2	-8.262507E-2
2.236328E-1	1.407879E-2	-6.554549E-2
2.241211E-1	1.609467E-2	-6.690101E-2
2.246094E-1	1.062298E-2	-6.202113E-2
2.250977E-1	1.540351E-2	-7.557635E-2
2.255859E-1	1.482754E-2	-7.828740E-2
2.260742E-1	1.540351E-2	-9.374035E-2
2.265625E-1	1.465475E-2	-8.045623E-2
2.270508E-1	1.344522E-2	-6.418997E-2
2.275391E-1	1.390600E-2	-8.370949E-2
2.280273E-1	1.678584E-2	-9.292704E-2
2.285156E-1	1.511553E-2	-6.798543E-2
2.290039E-1	1.695863E-2	-5.063474E-2
2.294922E-1	1.528832E-2	-5.009254E-2
2.299805E-1	1.286925E-2	-8.208286E-2
2.304687E-1	1.534592E-2	-6.527438E-2
2.309570E-1	1.667064E-2	-2.487982E-2
2.314453E-1	1.379080E-2	-1.512006E-2
2.319336E-1	1.661305E-2	-1.078239E-2
2.324219E-1	1.292685E-2	6.039956E-4
2.329102E-1	1.033500E-2	-1.891552E-2
2.333984E-1	1.517313E-2	7.923816E-3
2.338867E-1	1.966568E-2	4.370960E-2
2.343750E-1	1.494274E-2	5.563820E-2
2.348633E-1	1.626746E-2	6.594017E-2
2.353516E-1	1.407879E-2	8.573079E-2
2.358398E-1	1.396359E-2	1.220588E-1
2.363281E-1	1.759219E-2	1.329030E-1
2.368164E-1	1.419398E-2	1.597423E-1
2.373047E-1	1.793777E-2	1.621822E-1
2.377930E-1	1.672824E-2	2.058301E-1
2.382812E-1	8.895076E-3	2.199275E-1
2.387695E-1	1.626746E-2	2.792994E-1
2.392578E-1	1.592188E-2	2.898724E-1
2.397461E-1	1.511553E-2	3.085786E-1
2.402344E-1	1.782258E-2	3.253871E-1
2.407227E-1	1.488514E-2	3.462622E-1
2.412109E-1	1.137174E-2	3.847590E-1
2.416992E-1	1.396359E-2	3.834035E-1
2.421875E-1	1.597948E-2	3.768970E-1
2.426758E-1	1.292685E-2	4.216292E-1
2.431641E-1	1.085337E-2	4.381666E-1
2.436523E-1	1.356042E-2	4.544328E-1
2.441406E-1	1.390600E-2	4.568728E-1
2.446289E-1	1.402119E-2	4.679881E-1
2.451172E-1	9.931818E-3	4.799167E-1
2.456055E-1	1.465475E-2	5.070271E-1
2.460937E-1	1.465475E-2	4.763923E-1
2.465820E-1	1.690103E-2	4.896764E-1
2.470703E-1	1.528832E-2	5.078404E-1
2.475586E-1	1.972327E-2	5.108226E-1
2.480469E-1	1.476995E-2	4.945563E-1
2.485352E-1	1.177492E-2	4.693436E-1
2.490234E-1	1.436677E-2	4.861521E-1
2.495117E-1	1.436677E-2	5.024183E-1
2.500000E-1	1.517313E-2	4.937430E-1
2.504883E-1	1.390600E-2	4.791033E-1
2.509766E-1	1.471235E-2	4.945563E-1
2.514648E-1	1.586429E-2	4.828988E-1
2.519531E-1	1.753459E-2	4.950985E-1
2.524414E-1	1.171732E-2	4.484685E-1
2.529297E-1	1.517313E-2	4.655481E-1
2.534180E-1	1.540351E-2	4.476552E-1
2.539062E-1	1.091096E-2	4.256958E-1
2.543945E-1	1.367561E-2	3.945188E-1
2.548828E-1	1.603708E-2	3.956032E-1
2.553711E-1	1.730421E-2	3.674083E-1
2.558594E-1	1.476995E-2	3.394846E-1
2.563477E-1	1.200530E-2	2.931257E-1
2.568359E-1	1.471235E-2	2.847215E-1
2.573242E-1	1.258127E-2	2.665575E-1
2.578125E-1	1.068058E-2	2.299584E-1
2.583008E-1	1.471235E-2	2.082700E-1
2.587891E-1	1.373321E-2	1.835995E-1
2.592773E-1	1.465475E-2	1.730264E-1
2.597656E-1	1.396359E-2	1.361562E-1
2.602539E-1	1.615227E-2	9.630386E-2
2.607422E-1	1.407879E-2	6.268691E-2
2.612305E-1	1.430917E-2	4.072745E-2
2.617187E-1	1.834095E-2	1.117707E-2
2.622070E-1	1.200530E-2	-2.298209E-2
2.626953E-1	1.281166E-2	-8.831826E-2
2.631836E-1	1.580669E-2	-7.855850E-2
2.636719E-1	1.286925E-2	-1.078378E-1
2.641602E-1	1.799537E-2	-1.544677E-1
2.646484E-1	1.718901E-2	-1.769694E-1
2.651367E-1	1.649785E-2	-1.975734E-1
2.656250E-1	1.615227E-2	-2.173640E-1
2.661133E-1	1.350282E-2	-2.303770E-1
2.666016E-1	1.275406E-2	-2.637228E-1
2.670898E-1	1.073817E-2	-2.488121E-1
2.675781E-1	1.684343E-2	-2.905622E-1
2.680664E-1	1.609467E-2	-2.930021E-1
2.685547E-1	1.632506E-2	-3.187570E-1
2.690430E-1	1.672824E-2	-3.228236E-1
2.695312E-1	1.880172E-2	-3.464097E-1
2.700195E-1	1.569150E-2	-3.089973E-1
2.705078E-1	1.419398E-2	-3.485785E-1
2.709961E-1	1.626746E-2	-3.580672E-1
2.714844E-1	1.551871E-2	-3.271613E-1
2.719727E-1	1.425158E-2	-3.290590E-1
2.724609E-1	1.557630E-2	-3.390899E-1
2.729492E-1	1.932009E-2	-3.434275E-1
2.734375E-1	1.263887E-2	-3.266191E-1
2.739258E-1	1.620987E-2	-3.168593E-1
2.744141E-1	1.644025E-2	-3.168593E-1
2.749023E-1	1.822576E-2	-3.190281E-1
2.753906E-1	1.557630E-2	-2.967976E-1
2.758789E-1	1.713142E-2	-3.057440E-1
2.763672E-1	1.229329E-2	-2.932732E-1
2.768555E-1	1.338763E-2	-2.669761E-1
2.773437E-1	1.471235E-2	-2.756514E-1
2.778320E-1	1.309964E-2	-2.547764E-1
2.783203E-1	1.223569E-2	-2.512520E-1
2.788086E-1	1.390600E-2	-2.206172E-1
2.792969E-1	1.695863E-2	-2.217016E-1
